id,t,sensor3
103,0,-0.4868169
103,1,-0.47556563
103,2,-0.4868169
103,3,-0.51306985
103,4,-0.54719869
103,5,-0.56220037
103,6,-0.57382668
103,7,-0.59970459
103,8,-0.6443346
103,9,-0.66758722
103,10,-0.66721218
103,11,-0.65108536
103,12,-0.63645872
103,13,-0.64358452
103,14,-0.68596428
103,15,-0.72571875
103,16,-0.73246951
103,17,-0.727969
103,18,-0.72496867
103,19,-0.7305943
103,20,-0.75347187
103,21,-0.78797575
103,22,-0.8213545
103,23,-0.83448098
103,24,-0.83298081
103,25,-0.81722904
103,26,-0.79510155
103,27,-0.77034877
103,28,-0.72721892
103,29,-0.656711
103,30,-0.60082971
103,31,-0.58545299
103,32,-0.58507794
103,33,-0.58545299
103,34,-0.57270155
103,35,-0.53069683
103,36,-0.49431774
103,37,-0.47181521
103,38,-0.45681353
103,39,-0.44556226
103,40,-0.44931268
103,41,-0.434311
103,42,-0.43056058
103,43,-0.43056058
103,44,-0.46806479
103,45,-0.51306985
103,46,-0.53144692
103,47,-0.52432111
103,48,-0.434311
103,49,-0.29929582
104,0,-0.69575345
104,1,-0.68608359
104,2,-0.6881557
104,3,-0.68988246
104,4,-0.68642894
104,5,-0.668816
104,6,-0.63877038
104,7,-0.61183294
104,8,-0.5956014
104,9,-0.5862769
104,10,-0.58040591
104,11,-0.57522564
104,12,-0.5690093
104,13,-0.56244762
104,14,-0.5589941
104,15,-0.5589941
104,16,-0.5683186
104,17,-0.58800366
104,18,-0.6042352
104,19,-0.61632251
104,20,-0.61977603
104,21,-0.61839462
104,22,-0.61148758
104,23,-0.59974562
104,24,-0.58040591
104,25,-0.54897889
104,26,-0.50684596
104,27,-0.45987811
104,28,-0.41291025
104,29,-0.3680145
104,30,-0.34038635
104,31,-0.3300258
104,32,-0.3300258
104,33,-0.34038635
104,34,-0.36456098
104,35,-0.39218914
104,36,-0.41981729
104,37,-0.44537333
104,38,-0.45262572
104,39,-0.43915699
104,40,-0.41981729
104,41,-0.36110747
104,42,-0.31966524
104,43,-0.32311876
104,44,-0.39909617
104,45,-0.45953275
104,46,-0.47438289
104,47,-0.43363136
104,48,-0.31621172
104,49,-0.17461745
105,0,-0.92983209
105,1,-0.92180202
105,2,-0.90870034
105,3,-0.89602129
105,4,-0.8888365
105,5,-0.88672333
105,6,-0.88714596
105,7,-0.89010441
105,8,-0.90024764
105,9,-0.92053412
105,10,-0.94800539
105,11,-0.97505402
105,12,-0.99407259
105,13,-1.0025253
105,14,-1.0033706
105,15,-1.0012574
105,16,-0.99026888
105,17,-0.96322024
105,18,-0.92222466
105,19,-0.8706632
105,20,-0.81191695
105,21,-0.74767644
105,22,-0.68681702
105,23,-0.64159508
105,24,-0.61961807
105,25,-0.61370118
105,26,-0.61327854
105,27,-0.61835016
105,28,-0.63483292
105,29,-0.66399473
105,30,-0.69822816
105,31,-0.73119368
105,32,-0.75908759
105,33,-0.77768352
105,34,-0.78486831
105,35,-0.78486831
105,36,-0.7628913
105,37,-0.69062073
105,38,-0.57946775
105,39,-0.47380903
105,40,-0.46112998
105,41,-0.56256236
105,42,-0.65596467
105,43,-0.67709641
105,44,-0.63483292
105,45,-0.49494077
105,46,-0.33011316
105,47,-0.23713348
105,48,-0.21177539
105,49,-0.20754904
106,0,-0.84787569
106,1,-0.8156645
106,2,-0.73782077
106,3,-0.68950397
106,4,-0.67876691
106,5,-0.66802984
106,6,-0.65729278
106,7,-0.63581864
106,8,-0.60360745
106,9,-0.57139625
106,10,-0.55529065
106,11,-0.55529065
106,12,-0.57139625
106,13,-0.60897598
106,14,-0.65729278
106,15,-0.7109781
106,16,-0.76090546
106,17,-0.7915061
106,18,-0.79633778
106,19,-0.78399015
106,20,-0.71634664
106,21,-0.56602772
106,22,-0.367392
106,23,-0.16338775
106,24,0.024510903
106,25,0.15872423
106,26,0.21240955
106,27,0.21777809
106,28,0.18556689
106,29,0.12651303
106,30,0.1050389
106,31,0.1050389
106,32,0.1050389
106,33,0.09430183
106,34,0.088933297
106,35,0.13725009
106,36,0.16946129
106,37,0.13725009
106,38,-0.0077002947
106,39,-0.20096748
106,40,-0.37812906
106,41,-0.47476266
106,42,-0.44255146
106,43,-0.30833814
106,44,-0.066754157
106,45,0.21777809
106,46,0.48620473
106,47,0.69557751
106,48,0.74926284
106,49,0.73315724
107,0,-0.19622435
107,1,-0.19622435
107,2,-0.19622435
107,3,-0.19253104
107,4,-0.18145111
107,5,-0.17037119
107,6,-0.16298457
107,7,-0.15559796
107,8,-0.14821134
107,9,-0.14082472
107,10,-0.13343811
107,11,-0.13343811
107,12,-0.13343811
107,13,-0.13713142
107,14,-0.14082472
107,15,-0.14821134
107,16,-0.16298457
107,17,-0.17775781
107,18,-0.19622435
107,19,-0.21469089
107,20,-0.22577081
107,21,-0.22946412
107,22,-0.22946412
107,23,-0.22577081
107,24,-0.21838419
107,25,-0.19622435
107,26,-0.16298457
107,27,-0.12605149
107,28,-0.085425103
107,29,-0.05218533
107,30,-0.022638865
107,31,-0.0041723242
107,32,0.0069076002
107,33,0.010600908
107,34,0.014294216
107,35,0.014294216
107,36,0.010600908
107,37,-0.00047901606
107,38,-0.022638865
107,39,-0.055878638
107,40,-0.10019834
107,41,-0.14082472
107,42,-0.15929126
107,43,-0.15929126
107,44,-0.1297448
107,45,-0.0078656323
107,46,0.043840681
107,47,0.010600908
107,48,-0.15190465
107,49,-0.25901058
108,0,-0.40262395
108,1,-0.40262395
108,2,-0.3981761
108,3,-0.38928041
108,4,-0.38483257
108,5,-0.38483257
108,6,-0.38483257
108,7,-0.38483257
108,8,-0.38483257
108,9,-0.38928041
108,10,-0.3981761
108,11,-0.40707179
108,12,-0.41596749
108,13,-0.42486318
108,14,-0.43375887
108,15,-0.44265456
108,16,-0.45155025
108,17,-0.46489379
108,18,-0.47378948
108,19,-0.48268517
108,20,-0.48713302
108,21,-0.48713302
108,22,-0.48713302
108,23,-0.48268517
108,24,-0.46934164
108,25,-0.45155025
108,26,-0.42931102
108,27,-0.40262395
108,28,-0.37593687
108,29,-0.3492498
108,30,-0.32701057
108,31,-0.3003235
108,32,-0.27808427
108,33,-0.25584504
108,34,-0.23805366
108,35,-0.22471012
108,36,-0.21581443
108,37,-0.20691874
108,38,-0.20247089
108,39,-0.20247089
108,40,-0.19802305
108,41,-0.20247089
108,42,-0.21581443
108,43,-0.25584504
108,44,-0.31366703
108,45,-0.36259334
108,46,-0.38928041
108,47,-0.38483257
108,48,-0.31811488
108,49,-0.15799243
109,0,-0.72858729
109,1,-0.61456475
109,2,-0.51574521
109,3,-0.43973018
109,4,-0.40932417
109,5,-0.40932417
109,6,-0.42452718
109,7,-0.46253469
109,8,-0.50814371
109,9,-0.55375272
109,10,-0.59936174
109,11,-0.63736926
109,12,-0.66017376
109,13,-0.66777527
109,14,-0.66777527
109,15,-0.66017376
109,16,-0.62976775
109,17,-0.59936174
109,18,-0.56895573
109,19,-0.55375272
109,20,-0.55375272
109,21,-0.55375272
109,22,-0.56135423
109,23,-0.56135423
109,24,-0.56135423
109,25,-0.53854972
109,26,-0.51574521
109,27,-0.51574521
109,28,-0.52334671
109,29,-0.54615122
109,30,-0.56135423
109,31,-0.55375272
109,32,-0.5005422
109,33,-0.35611365
109,34,-0.18127909
109,35,-0.059655042
109,36,-0.021647528
109,37,-0.029249031
109,38,-0.15847458
109,39,-0.29530163
109,40,-0.40172267
109,41,-0.4777377
109,42,-0.53094822
109,43,-0.55375272
109,44,-0.55375272
109,45,-0.52334671
109,46,-0.46253469
109,47,-0.35611365
109,48,-0.24969261
109,49,-0.18127909
110,0,-0.87511638
110,1,-0.86728319
110,2,-0.87016911
110,3,-0.87470411
110,4,-0.88212503
110,5,-0.89037049
110,6,-0.89037049
110,7,-0.88707231
110,8,-0.88583549
110,9,-0.8887214
110,10,-0.89573005
110,11,-0.90438778
110,12,-0.91716825
110,13,-0.93324691
110,14,-0.9410801
110,15,-0.94231692
110,16,-0.94190465
110,17,-0.94149237
110,18,-0.94066783
110,19,-0.93530827
110,20,-0.92046644
110,21,-0.90686142
110,22,-0.90315096
110,23,-0.90315096
110,24,-0.90315096
110,25,-0.90150187
110,26,-0.89614232
110,27,-0.88748458
110,28,-0.87552866
110,29,-0.85738864
110,30,-0.82688042
110,31,-0.78194264
110,32,-0.73535576
110,33,-0.70814573
110,34,-0.70319845
110,35,-0.72422439
110,36,-0.75060987
110,37,-0.75679397
110,38,-0.75596942
110,39,-0.75225897
110,40,-0.73494349
110,41,-0.70031254
110,42,-0.65372567
110,43,-0.60837561
110,44,-0.58899877
110,45,-0.5931215
110,46,-0.61909472
110,47,-0.64671702
110,48,-0.64919066
110,49,-0.63888383
111,0,-0.39736331
111,1,-0.38828842
111,2,-0.37467608
111,3,-0.34291397
111,4,-0.33837653
111,5,-0.33837653
111,6,-0.29300208
111,7,-0.25216507
111,8,-0.25216507
111,9,-0.28846463
111,10,-0.32930164
111,11,-0.35198886
111,12,-0.3656012
111,13,-0.37921353
111,14,-0.38828842
111,15,-0.41097564
111,16,-0.44273776
111,17,-0.46542498
111,18,-0.48357476
111,19,-0.48811221
111,20,-0.48811221
111,21,-0.46542498
111,22,-0.45181265
111,23,-0.45635009
111,24,-0.47903732
111,25,-0.48357476
111,26,-0.47903732
111,27,-0.4472752
111,28,-0.4064382
111,29,-0.37013864
111,30,-0.34745142
111,31,-0.31115186
111,32,-0.25670252
111,33,-0.18864085
111,34,-0.1024294
111,35,-0.047980057
111,36,-0.066129837
111,37,-0.12511662
111,38,-0.16141618
111,39,-0.1841034
111,40,-0.21586552
111,41,-0.25670252
111,42,-0.28392719
111,43,-0.29753952
111,44,-0.33383908
111,45,-0.38828842
111,46,-0.41097564
111,47,-0.41097564
111,48,-0.39282586
111,49,-0.36106375
112,0,-0.66946246
112,1,-0.6765209
112,2,-0.67837838
112,3,-0.67800688
112,4,-0.6761494
112,5,-0.67020546
112,6,-0.66054655
112,7,-0.64828717
112,8,-0.63677078
112,9,-0.62934085
112,10,-0.62711187
112,11,-0.62711187
112,12,-0.62896935
112,13,-0.6341703
112,14,-0.63862826
112,15,-0.63974275
112,16,-0.63862826
112,17,-0.63194132
112,18,-0.61708146
112,19,-0.60036412
112,20,-0.59070522
112,21,-0.58699025
112,22,-0.58587576
112,23,-0.58476127
112,24,-0.5817893
112,25,-0.5710159
112,26,-0.54463966
112,27,-0.50117457
112,28,-0.45139405
112,29,-0.41052944
112,30,-0.38452469
112,31,-0.37709476
112,32,-0.37709476
112,33,-0.39195461
112,34,-0.4253893
112,35,-0.44024915
112,36,-0.45510901
112,37,-0.4662539
112,38,-0.48482873
112,39,-0.51566293
112,40,-0.53572374
112,41,-0.54463966
112,42,-0.53758122
112,43,-0.50971899
112,44,-0.46996887
112,45,-0.42910426
112,46,-0.39195461
112,47,-0.35109
112,48,-0.30279547
112,49,-0.2359261
113,0,-0.63569466
113,1,-0.61547796
113,2,-0.61323166
113,3,-0.61637648
113,4,-0.62715872
113,5,-0.64692617
113,6,-0.68196845
113,7,-0.7309378
113,8,-0.75699488
113,9,-0.75744414
113,10,-0.73363336
113,11,-0.69230143
113,12,-0.67747585
113,13,-0.67972215
113,14,-0.7084748
113,15,-0.74037226
113,16,-0.7556471
113,17,-0.76238601
113,18,-0.76373379
113,19,-0.75654562
113,20,-0.72105408
113,21,-0.65995471
113,22,-0.62131834
113,23,-0.62266612
113,24,-0.64467987
113,25,-0.65321581
113,26,-0.63883949
113,27,-0.54898747
113,28,-0.33783524
113,29,-0.095234797
113,30,0.021572822
113,31,0.030558024
113,32,-0.068279192
113,33,-0.29740183
113,34,-0.46812066
113,35,-0.53101707
113,36,-0.54898747
113,37,-0.55348007
113,38,-0.56246527
113,39,-0.63389762
113,40,-0.7152137
113,41,-0.75609636
113,42,-0.75744414
113,43,-0.70892406
113,44,-0.61862278
113,45,-0.50406146
113,46,-0.42768725
113,47,-0.40073165
113,48,-0.37377604
113,49,-0.27943143
114,0,-0.85886709
114,1,-0.85787716
114,2,-0.8192696
114,3,-0.75591361
114,4,-0.72671046
114,5,-0.71532618
114,6,-0.70988153
114,7,-0.71136643
114,8,-0.7291853
114,9,-0.77076267
114,10,-0.79155135
114,11,-0.78313689
114,12,-0.74304443
114,13,-0.70889159
114,14,-0.70196203
114,15,-0.70047712
114,16,-0.6960224
114,17,-0.69057775
114,18,-0.69255762
114,19,-0.7118614
114,20,-0.74254946
114,21,-0.7529438
114,22,-0.74997399
114,23,-0.72720543
114,24,-0.69998215
114,25,-0.69354756
114,26,-0.69750731
114,27,-0.70988153
114,28,-0.71334631
114,29,-0.70344693
114,30,-0.65098026
114,31,-0.51733872
114,32,-0.32430094
114,33,-0.13126316
114,34,-0.0075209971
114,35,0.032076496
114,36,0.022177123
114,37,-0.22035752
114,38,-0.47279154
114,39,-0.65098026
114,40,-0.75690355
114,41,-0.7767023
114,42,-0.79996582
114,43,-0.83609853
114,44,-0.8524325
114,45,-0.84995766
114,46,-0.80640041
114,47,-0.69305259
114,48,-0.55693621
114,49,-0.45299279
115,0,-1.287016
115,1,-1.2799259
115,2,-1.2751991
115,3,-1.2657456
115,4,-1.263973
115,5,-1.2846526
115,6,-1.3313294
115,7,-1.3679618
115,8,-1.3868689
115,9,-1.3975041
115,10,-1.40164
115,11,-1.4022308
115,12,-1.3969132
115,13,-1.3845055
115,14,-1.3720977
115,15,-1.3614625
115,16,-1.3525998
115,17,-1.3490548
115,18,-1.3502365
115,19,-1.3573266
115,20,-1.35969
115,21,-1.3561449
115,22,-1.3384196
115,23,-1.3035597
115,24,-1.2574737
115,25,-1.1948441
115,26,-1.1097624
115,27,-1.0229082
115,28,-0.95968771
115,29,-0.90532994
115,30,-0.83679188
115,31,-0.76648129
115,32,-0.71921366
115,33,-0.6896714
115,34,-0.67785449
115,35,-0.69557985
115,36,-0.73103057
115,37,-0.76057283
115,38,-0.77238974
115,39,-0.76648129
115,40,-0.76648129
115,41,-0.76057283
115,42,-0.73693902
115,43,-0.69557985
115,44,-0.63649532
115,45,-0.56559388
115,46,-0.46515017
115,47,-0.35879802
115,48,-0.27607967
115,49,-0.21699514
116,0,-0.69403123
116,1,-0.69051462
116,2,-0.68137144
116,3,-0.66976664
116,4,-0.66906332
116,5,-0.67293159
116,6,-0.68418473
116,7,-0.69578953
116,8,-0.70387772
116,9,-0.7112626
116,10,-0.72075743
116,11,-0.7344722
116,12,-0.75346187
116,13,-0.77315487
116,14,-0.78722129
116,15,-0.79179288
116,16,-0.79179288
116,17,-0.78546299
116,18,-0.77350653
116,19,-0.76823162
116,20,-0.76858328
116,21,-0.76998992
116,22,-0.76893494
116,23,-0.75627516
116,24,-0.71372422
116,25,-0.64128213
116,26,-0.57938986
116,27,-0.55793856
116,28,-0.56040019
116,29,-0.5924013
116,30,-0.64901867
116,31,-0.68242643
116,32,-0.69543787
116,33,-0.70106444
116,34,-0.70598769
116,35,-0.71618585
116,36,-0.72216408
116,37,-0.72251574
116,38,-0.71829581
116,39,-0.68453639
116,40,-0.64444708
116,41,-0.58536809
116,42,-0.5262891
116,43,-0.47318835
116,44,-0.42395586
116,45,-0.39582301
116,46,-0.37823998
116,47,-0.36065695
116,48,-0.33252409
116,49,-0.28329161
117,0,-0.67592548
117,1,-0.67512947
117,2,-0.67552748
117,3,-0.67632349
117,4,-0.67950753
117,5,-0.68547762
117,6,-0.69383574
117,7,-0.70298987
117,8,-0.71055198
117,9,-0.71493005
117,10,-0.71692007
117,11,-0.71731808
117,12,-0.71731808
117,13,-0.71612406
117,14,-0.71373603
117,15,-0.70895996
117,16,-0.70338788
117,17,-0.69701979
117,18,-0.68985568
117,19,-0.68189557
117,20,-0.6703534
117,21,-0.65284115
117,22,-0.62697078
117,23,-0.59433431
117,24,-0.5593098
117,25,-0.52627533
117,26,-0.49841492
117,27,-0.48249469
117,28,-0.47055452
117,29,-0.46657446
117,30,-0.46657446
117,31,-0.46657446
117,32,-0.47453458
117,33,-0.48647475
117,34,-0.50239498
117,35,-0.51831521
117,36,-0.53105139
117,37,-0.54816564
117,38,-0.56726992
117,39,-0.58279214
117,40,-0.59075225
117,41,-0.59314029
117,42,-0.59314029
117,43,-0.58080211
117,44,-0.55373772
117,45,-0.52229527
117,46,-0.47453458
117,47,-0.4068736
117,48,-0.295432
117,49,-0.16807016
118,0,-0.79210893
118,1,-0.80641677
118,2,-0.8216477
118,3,-0.84472486
118,4,-0.86687894
118,5,-0.87057129
118,6,-0.8696482
118,7,-0.86503277
118,8,-0.85810962
118,9,-0.8525711
118,10,-0.85164801
118,11,-0.85210956
118,12,-0.85395573
118,13,-0.85718653
118,14,-0.85995579
118,15,-0.86410968
118,16,-0.87564826
118,17,-0.89918697
118,18,-0.91857179
118,19,-0.92180259
118,20,-0.91534099
118,21,-0.88395604
118,22,-0.84241715
118,23,-0.82210924
118,24,-0.8184169
118,25,-0.81887844
118,26,-0.81980153
118,27,-0.81380146
118,28,-0.77087794
118,29,-0.66426144
118,30,-0.53272161
118,31,-0.43579752
118,32,-0.39887406
118,33,-0.39887406
118,34,-0.47272098
118,35,-0.64256891
118,36,-0.73349293
118,37,-0.75933936
118,38,-0.75887781
118,39,-0.68964632
118,40,-0.67072305
118,41,-0.75057004
118,42,-0.79995517
118,43,-0.79718591
118,44,-0.7630317
118,45,-0.69980027
118,46,-0.57887593
118,47,-0.38041232
118,48,-0.12194809
118,49,0.053438359
119,0,-0.70587281
119,1,-0.62821367
119,2,-0.65310442
119,3,-0.7486849
119,4,-0.86318236
119,5,-0.94133931
119,6,-0.9741951
119,7,-0.97817762
119,8,-0.97817762
119,9,-0.98116451
119,10,-0.990623
119,11,-0.99958367
119,12,-1.0030684
119,13,-1.0055574
119,14,-1.0115312
119,15,-1.0130247
119,16,-1.0085443
119,17,-0.99759241
119,18,-0.99609896
119,19,-1.0075487
119,20,-1.0279591
119,21,-1.0319416
119,22,-1.017505
119,23,-0.96623006
119,24,-0.91296386
119,25,-0.89852722
119,26,-0.91047478
119,27,-0.93785461
119,28,-0.93885024
119,29,-0.87164521
119,30,-0.62821367
119,31,-0.29467761
119,32,-0.13039866
119,33,-0.14035496
119,34,-0.41913136
119,35,-0.67052795
119,36,-0.83331345
119,37,-0.93337427
119,38,-0.97817762
119,39,-0.99211644
119,40,-1.0060553
119,41,-1.0135225
119,42,-1.0060553
119,43,-0.97867544
119,44,-0.90201193
119,45,-0.74768927
119,46,-0.51371622
119,47,-0.23493981
119,48,-0.030835655
119,49,0.0089895458
120,0,-0.78405292
120,1,-0.74372665
120,2,-0.75716874
120,3,-0.79077397
120,4,-0.85126338
120,5,-0.89562229
120,6,-0.90772017
120,7,-0.90906438
120,8,-0.90973649
120,9,-0.91309701
120,10,-0.925867
120,11,-0.94871855
120,12,-0.96552117
120,13,-0.97224222
120,14,-0.97425853
120,15,-0.97425853
120,16,-0.9695538
120,17,-0.9547675
120,18,-0.94804645
120,19,-0.95073487
120,20,-0.96148854
120,21,-0.96484907
120,22,-0.96216065
120,23,-0.94199751
120,24,-0.89898281
120,25,-0.84454234
120,26,-0.79077397
120,27,-0.75716874
120,28,-0.73028455
120,29,-0.70340037
120,30,-0.62946886
120,31,-0.4748848
120,32,-0.22620609
120,33,0.015751575
120,34,0.13000936
120,35,0.1501725
120,36,0.04263576
120,37,-0.29341655
120,38,-0.54209526
120,39,-0.70340037
120,40,-0.76388978
120,41,-0.79077397
120,42,-0.81093711
120,43,-0.83782129
120,44,-0.83782129
120,45,-0.75716874
120,46,-0.54209526
120,47,-0.16571667
120,48,0.2375461
120,49,0.47950376
121,0,-0.78625155
121,1,-0.78828086
121,2,-0.79335414
121,3,-0.79639811
121,4,-0.79741276
121,5,-0.79707455
121,6,-0.79673633
121,7,-0.79639811
121,8,-0.79335414
121,9,-0.7889573
121,10,-0.78794264
121,11,-0.78997196
121,12,-0.7926777
121,13,-0.7926777
121,14,-0.79166305
121,15,-0.79098661
121,16,-0.79233949
121,17,-0.79639811
121,18,-0.79910386
121,19,-0.79775098
121,20,-0.78523689
121,21,-0.7361952
121,22,-0.65502273
121,23,-0.61308362
121,24,-0.61308362
121,25,-0.65333164
121,26,-0.72131358
121,27,-0.75107681
121,28,-0.75479722
121,29,-0.75344435
121,30,-0.75479722
121,31,-0.76223803
121,32,-0.77339924
121,33,-0.77847252
121,34,-0.77035528
121,35,-0.75479722
121,36,-0.73179835
121,37,-0.69831471
121,38,-0.66111066
121,39,-0.63574427
121,40,-0.62525949
121,41,-0.61477471
121,42,-0.58974654
121,43,-0.53055828
121,44,-0.42672517
121,45,-0.31173084
121,46,-0.22717618
121,47,-0.16967902
121,48,-0.10879967
121,49,-0.027627203
122,0,-0.78339099
122,1,-0.80352946
122,2,-0.82258908
122,3,-0.83409677
122,4,-0.83985062
122,5,-0.844166
122,6,-0.84668331
122,7,-0.84704293
122,8,-0.84668331
122,9,-0.84452562
122,10,-0.84092947
122,11,-0.83877177
122,12,-0.83877177
122,13,-0.83913139
122,14,-0.8416487
122,15,-0.84380639
122,16,-0.844166
122,17,-0.84380639
122,18,-0.84092947
122,19,-0.83301793
122,20,-0.82402754
122,21,-0.81791408
122,22,-0.81467754
122,23,-0.81108138
122,24,-0.79885446
122,25,-0.76001599
122,26,-0.6812602
122,27,-0.60358326
122,28,-0.57912941
122,29,-0.59782941
122,30,-0.66291981
122,31,-0.72117752
122,32,-0.74814868
122,33,-0.7557006
122,34,-0.75713906
122,35,-0.76001599
122,36,-0.76145445
122,37,-0.75821791
122,38,-0.74850829
122,39,-0.72944867
122,40,-0.70319674
122,41,-0.66759481
122,42,-0.6183275
122,43,-0.56078902
122,44,-0.51403901
122,45,-0.4881467
122,46,-0.47016593
122,47,-0.448589
122,48,-0.41262745
122,49,-0.35508898
123,0,-0.74251868
123,1,-0.76449168
123,2,-0.78183879
123,3,-0.79340352
123,4,-0.80034236
123,5,-0.80689572
123,6,-0.81267808
123,7,-0.81846045
123,8,-0.82462831
123,9,-0.82925421
123,10,-0.83349461
123,11,-0.83850599
123,12,-0.84390287
123,13,-0.84814327
123,14,-0.8516127
123,15,-0.85392564
123,16,-0.85623859
123,17,-0.85623859
123,18,-0.85315466
123,19,-0.84891426
123,20,-0.84660131
123,21,-0.84390287
123,22,-0.83696403
123,23,-0.82848322
123,24,-0.82192987
123,25,-0.82038791
123,26,-0.8207734
123,27,-0.81923143
123,28,-0.80496826
123,29,-0.76564816
123,30,-0.6935613
123,31,-0.59757399
123,32,-0.5270291
123,33,-0.51276592
123,34,-0.55555545
123,35,-0.63843606
123,36,-0.70435505
123,37,-0.73943475
123,38,-0.74984302
123,39,-0.75099949
123,40,-0.75369793
123,41,-0.75870931
123,42,-0.75639637
123,43,-0.74714458
123,44,-0.73018296
123,45,-0.70474054
123,46,-0.66773339
123,47,-0.60990971
123,48,-0.53897932
123,49,-0.49040743
124,0,-0.66266579
124,1,-0.6715301
124,2,-0.68394014
124,3,-0.6974139
124,4,-0.70946937
124,5,-0.71762454
124,6,-0.7208157
124,7,-0.72117027
124,8,-0.72046112
124,9,-0.71833369
124,10,-0.71585168
124,11,-0.71549711
124,12,-0.71585168
124,13,-0.71620625
124,14,-0.71585168
124,15,-0.71266053
124,16,-0.70025048
124,17,-0.67011181
124,18,-0.62827224
124,19,-0.59848814
124,20,-0.58962383
124,21,-0.5899784
124,22,-0.59848814
124,23,-0.6158622
124,24,-0.62649938
124,25,-0.62862682
124,26,-0.62685395
124,27,-0.61763506
124,28,-0.60380673
124,29,-0.59316955
124,30,-0.58714182
124,31,-0.58324152
124,32,-0.57898665
124,33,-0.57083148
124,34,-0.55203913
124,35,-0.52402789
124,36,-0.49743495
124,37,-0.4747423
124,38,-0.44850392
124,39,-0.42439299
124,40,-0.40595521
124,41,-0.38999944
124,42,-0.36837051
124,43,-0.33645898
124,44,-0.29036454
124,45,-0.2442701
124,46,-0.20881283
124,47,-0.18044702
124,48,-0.15208121
124,49,-0.11662395
125,0,-0.4277486
125,1,-0.45339015
125,2,-0.50980156
125,3,-0.57134127
125,4,-0.62775267
125,5,-0.65339422
125,6,-0.65339422
125,7,-0.6431376
125,8,-0.63800929
125,9,-0.63800929
125,10,-0.6431376
125,11,-0.65339422
125,12,-0.66877915
125,13,-0.67390746
125,14,-0.67390746
125,15,-0.67390746
125,16,-0.67390746
125,17,-0.67903577
125,18,-0.67903577
125,19,-0.67903577
125,20,-0.66365084
125,21,-0.64826591
125,22,-0.64826591
125,23,-0.66877915
125,24,-0.7010875
125,25,-0.70724147
125,26,-0.68416408
125,27,-0.55595634
125,28,-0.29441256
125,29,-0.08415187
125,30,-0.068766941
125,31,-0.20210299
125,32,-0.42262029
125,33,-0.57134127
125,34,-0.64826591
125,35,-0.68416408
125,36,-0.70672864
125,37,-0.71698526
125,38,-0.6944207
125,39,-0.64826591
125,40,-0.60211113
125,41,-0.56108465
125,42,-0.50467325
125,43,-0.42262029
125,44,-0.30979749
125,45,-0.2072313
125,46,-0.17646144
125,47,-0.17133313
125,48,-0.16620482
125,49,-0.13030665
126,0,-0.93978533
126,1,-0.96092766
126,2,-0.96598344
126,3,-0.96828151
126,4,-0.97103921
126,5,-0.97563537
126,6,-0.98298922
126,7,-0.99218154
126,8,-1.0018335
126,9,-1.0105662
126,10,-1.0192989
126,11,-1.02987
126,12,-1.0431989
126,13,-1.0569874
126,14,-1.0675585
126,15,-1.0726143
126,16,-1.0739932
126,17,-1.0730739
126,18,-1.0680181
126,19,-1.0533104
126,20,-1.0284912
126,21,-1.0013739
126,22,-0.97563537
126,23,-0.94805842
126,24,-0.91174877
126,25,-0.85521602
126,26,-0.76237362
126,27,-0.61667541
126,28,-0.42823292
126,29,-0.26736738
126,30,-0.198425
126,31,-0.18923269
126,32,-0.24438659
126,33,-0.42823292
126,34,-0.59829077
126,35,-0.69618894
126,36,-0.74261014
126,37,-0.76007554
126,38,-0.76375247
126,39,-0.7646717
126,40,-0.76926786
126,41,-0.7821371
126,42,-0.78765249
126,43,-0.74812553
126,44,-0.6948101
126,45,-0.60288693
126,46,-0.49257913
126,47,-0.41444444
126,48,-0.38227133
126,49,-0.35929054
127,0,-0.53117068
127,1,-0.53117068
127,2,-0.52706387
127,3,-0.52295706
127,4,-0.51885025
127,5,-0.51063663
127,6,-0.50242301
127,7,-0.49010258
127,8,-0.48188896
127,9,-0.47367533
127,10,-0.46546171
127,11,-0.45724809
127,12,-0.45314128
127,13,-0.44903447
127,14,-0.44492766
127,15,-0.44492766
127,16,-0.44082085
127,17,-0.43671404
127,18,-0.43260723
127,19,-0.4202868
127,20,-0.40796637
127,21,-0.39975274
127,22,-0.39153912
127,23,-0.38743231
127,24,-0.3833255
127,25,-0.3833255
127,26,-0.37921869
127,27,-0.37100507
127,28,-0.36279145
127,29,-0.34636421
127,30,-0.32993697
127,31,-0.3052961
127,32,-0.28476205
127,33,-0.25601438
127,34,-0.23548032
127,35,-0.22315989
127,36,-0.21905308
127,37,-0.22315989
127,38,-0.23958713
127,39,-0.26833481
127,40,-0.28476205
127,41,-0.29297567
127,42,-0.29708248
127,43,-0.3052961
127,44,-0.32583015
127,45,-0.34636421
127,46,-0.35868464
127,47,-0.35047102
127,48,-0.29708248
127,49,-0.21494627
128,0,-1.1225331
128,1,-1.1026615
128,2,-1.0668926
128,3,-1.0321173
128,4,-1.0062842
128,5,-1.004297
128,6,-1.0097617
128,7,-1.0167168
128,8,-1.0226782
128,9,-1.0187039
128,10,-1.0052906
128,11,-0.99833551
128,12,-0.99585156
128,13,-0.99336761
128,14,-0.98641254
128,15,-0.97399278
128,16,-0.96306339
128,17,-0.95412117
128,18,-0.94269499
128,19,-0.93226239
128,20,-0.92381695
128,21,-0.91437793
128,22,-0.90444212
128,23,-0.89500311
128,24,-0.88109297
128,25,-0.8642021
